source_sentence,target_sentence
Federal subsidies for suburban development accelerated this process as did the practice of redlining by banks and other lending institutions.,ⵢⵓⵡⵉ ⴷ ⵡⴰⵏⵏⴰⵍ ⴰⴼⵉⴷⵉⵕⴰⵍⵉ ⵉ ⵜⵉⴳⵎⵉ ⵏ ⵜⵎⵉⵡⴰ ⴰⵙⴷⴷⵔⴼ ⵏ ⵜⵎⴳⴳⵉⵜ ⵉⵎⴽⵉⵏⵏⴰ ⵜⵙⵙⴽⵔ ⵜⵍⵓⵙⵉ ⵏ ⵓⵙⵖⵉⵡⵙ ⵏ ⵉⴷ ⴱⴰⵏⴽ ⴷ ⵜⵎⵔⵙⴰⵍ ⵏ ⵓⵕⵟⵟⴰⵍ ⵢⴰⴹⵏ.
"Virginia Beach is now the largest city in all of Virginia, having long since exceeded the population of its neighboring primary city, Norfolk.","ⵜⴳⴰ ⴼⵉⵔⵊⵉⵏⵢⴰ ⴱⵉⵜⵛ ⵜⴰⵎⴷⵉⵏⵜ ⵜⴰⵅⴰⵜⴰⵔⵜ ⴰⴽⴽⵯ ⴳ ⵜⵡⵉⵍⴰⵢⴰⵜ ⵏ ⴼⵉⵔⵊⵉⵏⵢⴰ ⴽⵓⵍⵍⵓⵜⵜ, ⴰⵍⵍⵉⴳ ⵜⵣⵔⵉ ⵜⴰⵎⴷⵉⵏⵜ ⵉⵍⵍⴰⵏ ⵜⴰⵎⴰ ⵏⵏⵙ ⵏⵓⵔⴼⵓⵍⴽ ⴳ ⵓⵎⴹⴰⵏ ⵏ ⵉⵎⵣⴷⴰⵖ."
"A greater percentage of whites (both non-Hispanic and, in some areas, Hispanic) and lesser percentage of citizens of other ethnic groups than in urban areas.","ⵢⴰⵏ ⵓⵎⴹⴰⵏ ⴳ ⵜⵎⵉⴹⵉ ⵏ ⵉⵎⵍⵍⴰⵍⵏ (ⵓⵔ ⵉⴳⵉⵏ ⵉⵙⴱⴰⵏⵉⵜⵏ, ⴷ ⴽⵔⴰ ⵏ ⵡⴰⵏⵙⵉⵡⵏ ⵙⴳ ⵓⵥⵓⵕ ⴰⵙⴱⴰⵏⵉ) ⴷ ⵢⴰⵏ ⵓⵎⴹⴰⵏ ⴳ ⵜⵎⵉⴹⵉ ⵏ ⵉⵎⵣⴷⴰⵖ ⵏ ⵜⵔⵓⴱⴱⴰ ⵙⴳ ⵉⵥⵓⵕⴰⵏ ⵢⴰⴹⵏ ⵙ ⵓⵙⵎⵣⴰⵣⴰⵍ ⴷ ⵡⴰⵏⵙⵉⵡⵏ ⵉⵖⵔⵎⴰⵏⵏ."
"Compared to rural areas, suburbs usually have greater population density, higher standards of living, more complex road systems, more franchised stores and restaurants, and less farmland and wildlife.","ⵙ ⵓⵎⵣⴰⵣⴰⵍ ⴷ ⵡⴰⵏⵙⵉⵡⵏ ⵏ ⵜⴳⴰⵎⴰ, ⵙ ⵓⵎⴰⵜⴰ ⴷⴰ ⵜⴻⵜⵜⵉⵍⵉ ⵜⴰⵏⵥⵥⵉ ⵜⴰⵅⴰⵜⴰⵔⵜ ⵏ ⵉⵎⵣⴷⴰⵖ ⴳ ⵜⵎⵉⵡⴰ ⵏ ⵜⵎⴷⵉⵏⵜ, ⴷ ⵉⵙⵡⵉⵔⵏ ⵏ ⵜⵓⴷⵔⵜ ⵉⵏⴰⴼⵍⵍⴰⵜⵏ, ⴷ ⵉⴳⵔⵔⴰⵜⵏ ⵏ ⵉⴱⵔⴷⴰⵏ ⵉⴳⴳⵓⴷⵉⵏ, ⴷ ⵡⴰⵏⵙⵉⵡⵏ ⵏ ⵜⵙⴱⴱⴰⴱⵜ ⴷ ⵉⵙⵓⵛⵛⵏ ⵢⵓⴼⵏ, ⴷ ⵉⴽⴰⵍⵏ ⵏ ⵜⴽⵔⵣⴰ ⴷ ⵜⵓⴷⵔⵜ ⵏ ⵜⴳⴰⵎⴰ ⵉⴷⵔⵓⵙⵏ."
"""However, of this metropolitan population, in 2001 nearly half lived in low-density neighborhoods, with only one in five living in a typical """"urban"""" neighborhood.""","“ ⵎⵖⴰⵔ, ⵙⴳ ⵉⵎⵣⴷⴰⵖ ⴰⴷ ⵉⵖⵔⵎⴰⵏⵏ, ⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 2001, ⴷⴷⵔⵏ ⵡⵓⴳⴰ ⵏ ⵓⵣⴳⵏ ⴷⵉⴳⵙⵏ ⴳ ⵉⵖⴰⵔⴰⵎⵏ ⴳ ⵜⴷⵔⵓⵙ ⵜⵏⵥⵥⵉ, ⵢⴰⵏ ⴷⴰⵢ ⵙⴳ ⵙⵎⵎⵓⵙ ⴰⵢⴷ ⵉⵜⵜⵉⴷⵉⵔⵏ ⴳ ““ⵓⵖⴰⵔⴰⵎ””ⴰⵏⴰⵡⴰⵏ.”"
"Throughout Canada, there are comprehensive plans in place to curb sprawl.","ⴳ ⵜⵙⴳⴳⵯⵉⵏ ⵎⴰⵕⵕⴰ ⵏ ⴽⴰⵏⴰⴷⴰ, ⵍⵍⴰⵏⵜ ⵜⵖⴰⵔⴰⵙⵉⵏ ⵏ ⵓⵙⴱⴷⴷ ⵏ ⵓⵙⴳⵉⴷⵢ ⵏ ⵜⵣⴷⵓⵖⵉⵏ."
"The majority of recent population growth in Canada's three largest metropolitan areas (Greater Toronto, Greater Montréal, and Greater Vancouver) has occurred in non-core municipalities.",ⵉⵚⵕⴰ ⵓⵎⴰⵜⴰ ⵏ ⵓⴱⵓⵖⵍⵓ ⵏ ⵉⵎⵣⴷⴰⵖ ⴰⵎⴳⴳⴰⵔⵓ ⴳ ⴽⵕⴰⴹ ⵡⴰⵏⵙⵉⵡⵏ ⵉⵖⵔⵎⴰⵏⵏ ⴳ ⴽⴰⵏⴰⴷⴰ (ⵜⵓⵔⵓⵏⵜⵓ ⵜⴰⵅⴰⵜⴰⵔⵜ ⴷ ⵎⵓⵏⵜⵉⵔⵢⴰⵍ ⵜⴰⵅⴰⵜⴰⵔⵜ ⴷ ⴼⴰⵏⴽⵓⴼⵔ ⵜⴰⵅⴰⵜⴰⵔⵜ) ⴳ ⵜⴳⵔⴰⵡⵉⵏ ⵜⵉⵖⵔⵎⴰⵏⵉⵏ ⵓⵔ ⵉⴳⵉⵏ ⵜⵉⴷⵙⵍⴰⵏⵉⵏ.
This is due to annexation and large geographic footprint within the city borders.,ⴰⵢⴰ ⵙ ⵓⵎⵏⵜⵉⵍ ⵏ ⵓⴽⵛⵛⵓⵎ ⴰⵊⵖⵔⴰⴼⵉ ⴰⵅⴰⵜⴰⵔ ⴳ ⵉⵡⵜⵜⴰ ⵏ ⵓⴳⵏⵙⵓ ⵏ ⵜⵎⴷⵉⵏⵜ.
"In the 2016 census, the City of Calgary had a population of 1,239,220, whereas the Calgary Metropolitan Area had a population of 1,392,609, indicating the vast majority of people in the Calgary CMA lived within the city limits.","ⴳ ⵓⵙⵉⴹⵏ ⵏ 2016, ⵉⵍⴽⵎ ⵏⵏ ⵓⵎⴹⴰⵏ ⵏ ⵉⵎⵣⴷⴰⵖ ⵏⵏ ⵜⵎⴷⵉⵏⵜ ⴽⴰⵍⴳⴰⵔⵉ 1,239,220 ⵏ ⵓⵎⵣⴷⴰⵖ, ⵉⵍⵉⵏ ⴳ ⵡⴰⵏⵙⴰ ⴰⵖⵎⴰⵏ ⵏⵏⵙ 1,392,609 ⵏ ⵓⵎⵣⴷⴰⵖ, ⴰⵢⵏⵏⴰ ⴷ ⵢⴰⴽⴽⴰⵏ ⵏⵡⵉⵙ ⵣⴷⵖⵏ ⵎⴷⴷⵏ ⵏ ⴽⴰⵍⴳⴰⵔⵉ CMA ⵙ ⵓⵎⴰⵜⴰ ⴳ ⵓⴳⵏⵙⵓ ⵏ ⵉⵡⵜⵜⴰ ⵏ ⵜⵎⴷⵉⵏⵜ."
"In the UK, the government is seeking to impose minimum densities on newly approved housing schemes in parts of South East England.","ⴳ ⵜⴳⵍⴷⵉⵜ ⵉⵎⵓⵏⵏ, ⴷⴰ ⵜⵜⵏⴰⵖ ⵜⵏⴱⴰⴹⵜ ⴰⴷ ⵜⴰⵊⵊ ⴰⵡⵜⵜⵓ ⵏ ⵜⵏⵥⵥⵉ ⵏ ⵉⵎⵣⴷⴰⵖ ⴳ ⵉⵙⵖⵉⵡⴰⵙ ⵏ ⵓⵣⴷⴷⵓⵖ ⴰⵜⵔⴰⵔ ⴳ ⵉⴳⵣⵣⵓⵎⵏ ⵏ ⵉⴼⴼⵓⵙ ⵏ ⵓⵏⵇⵇⵔ ⵏ ⵉⵏⴳⵍⴰⵜⵉⵕⵕⴰ."
"Suburbs can be found in Guadalajara, Mexico City, Monterrey, and most major cities.","ⵜⵣⵎⵔ ⵜⵉⴼⵉ ⵏ ⵜⵡⵏⵏⴰⴹⵉⵏ ⴳ ⴳⵓⴷⴰⵍⴰⵅⴰⵔⴰ, ⴷ ⵎⵉⴽⵙⵉⴽⵓ ⵙⵉⵜⵉ, ⴷ ⵎⵓⵏⵜⵉⵔⵔⵉ, ⴷ ⴽⵉⴳⴰⵏ ⵏ ⵜⵎⴷⵉⵏⵉⵏ ⵜⵉⵅⴰⵜⴰⵔⵉⵏ."
"""As the growth of middle-class and upper-class suburbs increased, low-class squatter areas have increased, most notably """"lost cities"""" in Mexico, campamentos in Chile, barriadas in Peru, villa miserias in Argentina, asentamientos in Guatemala and favelas of Brazil.""","“ⵙ ⵜⵉⴳⵎⵉ ⵏ ⵜⵎⵉⵡⴰ ⵏ ⵜⴼⵔⴽⵜ ⵜⴰⵏⴰⵎⵎⴰⵙⵜ ⴷ ⵜⵏⴰⴼⵍⵍⴰⵜ, ⵣⴰⵢⴷⵏⵜ ⵜⵎⵏⴰⵟⵉⵏ ⵏ ⵓⵔⴱⴱⵊ ⴳ ⵜⴼⵔⴽⵜ ⵜⴰⵎⴰⵣⴷⴰⵔⵜ, ⵍⵓⵎⵏ “ⵜⵉⵎⴷⵉⵏⵉⵏ ⵣⵍⴰⵏⵉⵏ” ⴳ ⵎⵉⴽⵙⵉⴽ, ⴷ ⴽⴰⵎⴱⴰⵎⵉⵏⵜⵓⵙ ⴳ ⵜⵛⵉⵍⵉ, ⴷ ⴱⴰⵔⵢⴰⴷⴰ ⴳ ⴱⵉⵔⵓ, ⵜⴼⵉⵍⵍⴰⵜⵉⵏ ⵜⵉⵎⵥⵍⴰⴹ ⴳ ⴰⵕⵊⵓⵏⵜⵉⵏ, ⴷ ⴰⵙⵉⵏⵜⴰⵎⵢⵉⵏⵜⵓⵙ ⴳ ⴳⵡⴰⵜⵉⵎⴰⵍⴰⵢⴰ ⴷ ⵉⵖⴰⵔⴰⵎⵏ ⵉⵎⵥⵍⴰⴹ ⴳ ⴱⵕⴰⵣⵉⵍ.”"
"In an illustrative case of South Africa, RDP housing has been built.","ⴳ ⵡⴰⴷⴷⴰⴷ ⵏ ⴰⵙⵙⴼⵔⴰⵡ ⵉ ⵉⴼⵔⵉⵇⵢⴰ ⵏ ⵉⴼⴼⵓⵙ, ⵉⵜⵜⵓⵙⴽⴰ ⴽⵉⴳⴰⵏ ⵏ ⵜⵣⴷⵓⵖⵉⵏ RDP."
"In certain areas such as Klang, Subang Jaya and Petaling Jaya, suburbs form the core of these places.","ⴳ ⵜⵎⵏⴰⴹⵉⵏ ⵣⵓⵏ ⴷ ⴽⵍⴰⵏⴳ ⴷ ⵙⵓⴱⴰⵏⴳ ⵊⴰⵢⴰ ⴷ ⵃⴻⵜⴰⵍⵉⵏ ⵊⴰⵢⴰ, ⴳⴰⵏⵜ ⵜⵉⴷⴰⵡⵖⵔⵎⴰⵏⵉⵏ ⴰⵎⵎⴰⵙ ⵏ ⵜⵎⵏⴰⴹⵉⵏ ⴰⴷ."
"In the suburban system, most trips from one component to another component requires that cars enter a collector road, no matter how short or long the distance is.","ⴳ ⵓⴳⵔⵔⴰ ⵏ ⵜⵎⵉⵡⴰ, ⴷⴰ ⵉⵙⵙⵓⵜⵓⵔ ⵓⵎⴰⵜⴰ ⵏ ⵉⵎⵓⴷⴷⵓⵜⵏ ⴰⴷ ⴽⵛⵎⵜ ⵜⵀⵉⵔⵉⵜⵉⵏ ⴰⴱⵔⵉⴷ ⵏ ⵓⵙⵎⵓⵏ, ⵙⵡⴰ ⵉⵎⵥⵥⵉⵢ ⵓⴱⵔⵉⴷ ⵏⵖ ⵉⵖⵣⵣⵉⴼ."
"If a traffic crash occurs on a collector road, or if road construction inhibits the flow, then the entire road system may be rendered useless until the blockage is cleared.","ⴳ ⵡⴰⴷⴷⴰⴷ ⵏ ⵓⵏⴳⴰⵙ ⴳ ⵓⴱⵔⵉⴷ ⴰⵏⴳⵔⴰⵡ, ⵏⵖ ⵉⴳ ⴷⴰ ⵉⵜⵜⵓⵙⵖⵓⴷⵓ ⵓⴱⵔⵉⴷ, ⴷⴰ ⵉⵜⵜⵓⵖⵓⵍ ⵓⴳⵔⵔⴰ ⵏ ⵓⴱⵔⵉⴷ ⵡⴰⵔ ⵜⴰⵡⵓⵔⵉ ⴰⵔⴷ ⵉⵜⵜⵢⵉⴽⴽⵙ ⵡⵓⵖⵓⵏ."
This encourages car trips even for distances as low as several hundreds of yards or meters (which may have become up to several miles or kilometers due to the road network).,ⴷⴰ ⵉⵙⴱⵖⴰⵙ ⵓⵢⴰ ⵅⴼ ⵜⵉⴳⴰⵡⵜ ⵏ ⵉⵎⵓⴷⴷⵓⵜⵏ ⵙ ⵜⵀⵉⵔⵉⵜ ⴳ ⵓⵙⵜⵓⵎ ⵏ ⵡⴰⵜⵜⴰⵢ ⵏ ⵜⵎⵉⴹⵉ ⵏ ⵢⴰⵕⴷⴰⵜ ⵏⵖ ⵉⴷ ⵎⵉⵜⵕ (ⵉⵖⵉⵏ ⴰⴷ ⵏⵏ ⵉⴳⵓⵍⵓ ⴰⵡⴷ ⵢⵉⴷⵙ ⵏ ⵉⴷ ⵎⵉⵍ ⵏⵖ ⵉⴷ ⴽⵉⵍⵓⵎⵉⵜⵕ ⵙ ⵓⵎⵏⵜⵉⵍ ⵏ ⵓⵥⵟⵟⴰ ⵏ ⵉⴱⵔⴷⴰⵏ).
"Taken together, these two groups of taxpayers represent a largely untapped source of potential revenue that cities may begin to target more aggressively, particularly if they're struggling.","ⴳ ⵎⵓⵏⴻⵏⵜ, ⴳⴰⵏⵜ ⵙⵏⴰⵜ ⵜⵔⵓⴱⴱⴰ ⴰⴷ ⵏ ⵡⵉⵏⵏⴰ ⵢⴰⴽⴽⴰⵏ ⵉⵣⵎⴰⵣ ⵢⴰⵏ ⵓⵖⴱⴰⵍⵓ ⵓⵔ ⵉⵜⵜⵓⵙⵡⵓⵔⵉⵏ ⵙ ⵢⴰⵜ ⵜⵖⴰⵔⴰⵙⵜ ⴳ ⵍⴰⵏ ⵜⴰⵢⵔⵉ ⵎⵉ ⵜⵖⵢ ⵜⵎⴷⵉⵏⵜ ⴰⴷ ⵜⵜ ⵜⴳ ⴷ ⴰⵡⵜⵜⴰⵙ ⵏⵏⵙ, ⵏⵓⵎⴰⵍ ⵉⴳ ⵖⵏⵙⵏⵜ."
"French songs like La Zone by Fréhel (1933), Aux quatre coins de la banlieue by Damia (1936), Ma banlieue by Reda Caire (1937), or Banlieue by Robert Lamoureux (1953), evoke the suburbs of Paris explicitly since the 1930s.","ⵉⵣⵍⴰⵏ ⵉⴼⵕⴰⵏⵙⵉⵙⵏ ⵣⵓⵏ ⴷ ⴰⴷⵖⴰⵔ ⵏ ⴼⵕⵉⵀⵍ (1933), ⴳ ⴽⴽⵓⵥ ⵏ ⵉⴷⵖⴰⵔⵏ ⵏ ⵜⴳⴰⵎⴰ ⵏ ⴷⴰⵎⵢⴰ (1936), ⵜⴰⴳⴰⵎⴰ ⵉⵏⵓ ⵏ ⵕⵉⴹⴰ ⴽⴰⵢⵔ (1937), ⵏⵖ ⵜⴰⴳⴰⵎⴰ ⵏ ⵍⵕⵓⴱⵉⵕⵜ ⵍⴰⵎⵓⵕⵢⵓ (1953),ⴷⴰ ⵜⵜⵓⴱⴷⴰⵔⵏⵜ ⴳ ⵜⵙⴳⴳⵯⵉⵏ ⵏ ⴱⴰⵔⵉⵙ ⴽⵉⴳⴰⵏ ⵙⴳ ⵉⵙⴳⴳⵯⴰⵙⵏ ⵉⴽⵕⴰⵎⵔⴰⵡⵏ 1930."
"French cinema was although soon interested in urban changes in the suburbs, with such movies as Mon oncle by Jacques Tati (1958), L'Amour existe by Maurice Pialat (1961) or Two or Three Things I Know About Her by Jean-Luc Godard (1967).","ⵜⴼⴼⵓⵍⵍⵙ ⵙⵙⵉⵏⵉⵎⴰ ⵜⴰⴼⵕⴰⵏⵙⵉⵙⵜ ⵙ ⵉⵙⵏⴼⴰⵍⵏ ⵉⵖⵔⵎⴰⵏ ⵉⵜⵜⴰⵖⵏ ⴳ ⵜⵎⵉⵡⴰ, ⴳ ⵉⴼⵉⵍⵎⵏ ⵣⵓⵏ ⴷ ⵄⵎⵎⵉ ⵏ ⵊⴰⴽ ⵜⴰⵜⵉ (1958), ⵜⵍⵍⴰ ⵜⴰⵢⵔⵉ ⵏ ⵎⵓⵔⵉⵙ ⴱⵢⴰⵍⴰⵜ (1961) ⵏⵖ ⵙⵉⵏ ⵏⵖ ⴽⵕⴰⴹ ⵉⵙⴽⴽⵉⵏⵏ ⵖⵉⴼⵙ ⵙⵙⵏⵖ ⵏ ⵊⵓⵏ ⵍⵓⴽ ⴳⵓⴷⴰⵔ (1967)."
"""The 1962 song """"Little Boxes"""" by Malvina Reynolds lampoons the development of suburbia and its perceived bourgeois and conformist values, while the 1982 song Subdivisions by the Canadian band Rush also discusses suburbia, as does Rockin' the Suburbs by Ben Folds.""","“ⵜⵉⵣⵍⵉⵜ ⵏ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1962 ““ⵜⵉⵎⴽⵓⵥⵉⵏ ⵜⵉⵎⵥⵥⵢⴰⵏⵉⵏ”” ⵏ ⵎⴰⵍⴼⵉⵏⴰ ⵔⵉⵏⴰⵍⴷⵣ ⴷⴰ ⵜⵜⴹⵚⴰ ⴳⵓⴱⵓⵖⵍⵓ ⵏ ⵜⵎⵏⴰⴹⵉⵏ ⵏ ⵜⵎⴷⵉⵏⵉⵏ ⴷ ⵡⴰⵜⵉⴳ ⵏ ⵜⴱⵓⵕⵊⵡⴰⵣⵉⵜ, ⴰⵔ ⵜⵙⵎⵔⴰⵔⴰ ⴰⵡⴰⵍ ⵜⵣⵍⵉⵜ ⵏ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1982 ⵜⴳⴰ ⵜⵔⴰⴱⴱⵓⵜ ⵜⴰⴽⴰⵏⴰⴷⵉⵜ ⵕⴰⵛ, ⵉⵎⴽⵉⵏⵏⴰⵖ ⴰⵡⴷ ⵉ ⵕⵓⴽⵉⵏ ⵏ ⵜⵎⵉⵡⴰ ⵏ ⵜⵎⴷⵉⵏⵜ ⵉⴳⴰ ⴱⵉⵏ ⴼⵓⵍⴷⵣ.”"
Over the Hedge is a syndicated comic strip written and drawn by Michael Fry and T. Lewis.,ⵖⴼ ⵢⵉⵔ ⵉⴳⴰ ⵢⴰⵏ ⵉⵏⵉⵥⵕⵉ ⵉⵙⴹⵚⴰⵏ ⴰⵎⴳⵔⴰⵡ ⵢⴰⵔⴰ ⵉⵙⵙⵓⵏⵖ ⵎⴰⵢⴽⵍ ⴼⵔⴰⵢ ⴷ ⵜ. ⵍⵡⵉⵙ.
"British television series such as The Good Life, Butterflies and The Fall and Rise of Reginald Perrin have depicted suburbia as well-manicured but relentlessly boring, and its residents as either overly conforming or prone to going stir crazy.","ⵉⵙⴷⴷⵉⵜⵏ ⵏ ⵜⵉⵏⵥⵕⵉ ⵜⴰⴱⵕⵉⵟⴰⵏⵉⵜ ⵣⵓⵏ ⴷ ⵜⵓⴷⵔⵜ ⵉⵖⵓⴷⴰⵏ ⴷ ⵉⴱⵔⴱⵉⵙⵙⵉⵜⵏ ⴷ ⵜⴰⴹⵓⵕⵉ ⴷ ⵉⵍⵢ ⵏ ⵔⵉⵊⵉⵏⴰⵍⴷ ⴱⵉⵔⴰⵏ ⵜⵜⵓⵙⵡⵍⴼⵏⵜ ⴳ ⵜⵎⵉⵡⴰ ⵏ ⵜⵎⴷⵉⵏⵜ ⵏⵡⵉⵙ ⵣⴷⴷⵉⴳⵏ ⵏⵜⵜⴰ ⵥⵥⴰⵢⵏ ⵖⴼ ⵡⵓⵍⴰⵡⵏ, ⵉⵎⵣⴷⴰⵖ ⵏⵏⵙⵏ ⵎⵙⴰⵙⴰⵏ ⴽⵉⴳⴰⵏ ⵏⵖ ⵜⵏ ⵉⵙⵍⵢ ⴽⴰ."
"A village is a clustered human settlement or community, larger than a hamlet but smaller than a town (although the word is often used to describe both hamlets and smaller towns), with a population typically ranging from a few hundred to a few thousand.","ⵜⴰⴳⴰⵎⴰ ⵜⴳⴰ ⵢⴰⵜ ⵏ ⵜⵣⴷⵓⵖⵜ ⵜⴰⵏⴼⴳⴰⵏⵜ ⵉⵎⵓⵏⵏ ⵏⵖ ⵏ ⵓⵖⵔⴼ, ⵢⵓⴳⵔⵏ ⵉⵖⵔⵎ ⵜⵎⵥⵉⵢ ⵖⴼ ⵜⴳⵔⴰⵡⵜ ⵜⴰⵖⵔⵎⴰⵏⵜ (ⵡⴰⵅⵅⴰ ⵜⵙⵎⴰⵏ ⵜⴳⵓⵔⵉ ⴳⵔ ⵓⵏⴰⵎⴽ ⵏ ⵉⵖⵎⴰⵏ ⴷ ⵜⵎⴷⵉⵏⵉⵏ ⵜⵉⵎⵥⵢⴰⵏⵉⵏ), ⴰⵔ ⵉⴽⴽⴰⵜ ⵓⵎⴹⴰⵏ ⵏ ⵉⵎⵣⴷⴰⵖ ⵏⵏⵙ ⴳⵔ ⴽⵔⴰ ⵏ ⵜⵎⵉⴷⵉⵡⵉⵏ ⴷ ⴽⵔⴰ ⵏ ⵢⵉⴼⴹⵏ."
"This also enabled specialization of labor and crafts, and development of many trades.","ⵢⴰⵡⵉ ⴷ ⵓⵢⴰ ⴰⵍⵜⵓ ⴰⵙⵥⵍⵢ ⴳ ⵜⵡⵓⵔⵉ ⴷ ⵜⴰⵣⵣⵓⵍⵉⵏ, ⴷ ⵓⵙⴱⵓⵖⵍⵓ ⵏ ⴽⵉⴳⴰⵏ ⵏ ⵜⴰⵣⵣⵓⵍⵉⵏ."
The size of these villages varies considerably.,ⴰⴷⴷⵓⴷ ⵏ ⵉⵖⵔⵎⴰⵏ ⴰⴷ ⵉⵎⵎⴰⵔⴽⵙ ⴽⵉⴳⴰⵏ.
Desa are generally located in rural areas while kelurahan are generally urban subdivisions.,ⵜⵍⵍⴰ ⴷⵉⵣⴰ ⴳ ⵡⴰⵏⵙⵉⵡⵏ ⵏ ⵜⴳⴰⵎⴰ ⵜⵉⵍⵉ ⴽⵉⵍⵓⵕⴰⵀⴰⵏ ⵙ ⵓⵎⴰⵜⴰ ⴳ ⵉⴱⵟⵟⵓⵜⵏ ⴰⵢⵢⴰⵡⵏ ⵉⵖⵔⵎⴰⵏⵏ.
"A desa or kelurahan is the subdivision of a kecamatan (subdistrict), in turn the subdivision of a kabupaten (district) or kota (city).","ⴷⵉⵣⴰ ⵏⵖ ⴽⵉⵍⵓⵕⴰⵀⴰⵏ ⴳⴰⵏⵜ ⴰⴱⵟⵟⵓ ⴰⵢⵢⴰⵡ ⵏ ⴽⵉⴽⴰⵎⴰⵜⴰⵏ (ⴰⵏⵡⴰ ⴰⵢⵢⴰⵡ), ⵉⴳ ⴰⵡⴷ ⵏⵜⵜⴰ ⴰⴱⵟⵟⵓ ⴰⵢⵢⴰⵡ ⵏ ⴽⴰⴱⵓⴱⴰⵜⵏ (ⴰⵏⵙⴰ) ⵏⵖ ⴷ ⴽⴰⵜⴰ (ⵜⴰⵎⴷⵉⵏⵜ)."
"In Malaysia, a kampung is determined as a locality with 10,000 or fewer people.","ⴳ ⵎⴰⵍⵉⵣⵢⴰ, ⵉⴳⴰ ⴽⴰⵎⴱⵓⵏⴳ ⵢⴰⵏ ⵡⴰⵏⵙⴰ ⴳ ⵍⵍⴰⵏ 10,000 ⵏ ⵓⴼⴳⴰⵏ ⵏⵖ ⴷⴷⴰⵡⴰⵙ."
"All Muslims in the Malay or Indonesian village want to be prayed for, and to receive Allah's blessings in the afterlife.","ⵔⴰⵏ ⵉⵎⵓⵏⵙⵍⵎⵏ ⴰⴽⴽⵯ ⵏ ⵡⴰⵙⵓⵏ ⵏ ⵎⴰⵍⴰⵢ ⵏⵖ ⴰⵙⵓⵏ ⵏ ⴰⵏⴷⵓⵏⵉⵙⵢⴰ ⴰⴷ ⵥⵥⴰⵍⵍⵉⵏ, ⴷ ⵡⴰⴷ ⴰⵡⵉⵏ ⵉⵎⵔⴽⵉⴷⵏ ⵏ ⴰⵍⵍⴰⵀ ⴼⴼⵉⵔ ⵜⴰⵎⵜⴰⵏⵜ."
Mainland Singapore used to have many kampung villages but modern developments and rapid urbanisation works have seen them bulldozed away; Kampong Lorong Buangkok is the last surviving village on the country's mainland.,"ⵉⵎⵢⴰⵔ ⵡⴰⴽⴰⵍ ⴰⴷⵙⵍⴰⵏ ⵏ ⵙⴰⵏⴳⴰⵖⵓⴼⵓⵕⴰ ⴰⴷ ⴷⵉⴳⵙ ⵉⵍⵉⵏ ⴽⵉⴳⴰⵏ ⵏ ⵡⴰⵙⵓⵏⵏ ⵉⴽⴰⵎⴱⵓⵏⴳⵏ, ⵎⴰⵛⴰ ⵜⵓⵡⵉ ⴷ ⵜⵉⴳⵎⵉ ⵜⴰⵜⵔⴰⵔⵜ ⴷ ⵜⵡⵓⵔⵉⵡⵉⵏ ⵏ ⵓⵙⵖⵔⵎ ⴰⵏⵙⴷⴷⵔⴰⴼ ⵖⵔ ⵓⵔⴷⴰⵍ ⵏⵏⵙ; ⴽⴰⵎⴱⵓⵏⴳ ⵍⵓⵔⵓⵏⴳ ⴱⴰⵏⴽⵓⴽ ⵉⴳⴰ ⴰⵙⵓⵏ ⴰⵎⴳⴳⴰⵔⵓ ⵉⵇⵇⵉⵎⴰⵏ ⵖⴼ ⵡⴰⴽⴰⵍ ⴰⴷⵙⵍⴰⵏ ⵏ ⵜⵎⴰⵣⵉⵔⵜ."
Vietnam's village is the typical symbol of Asian agricultural production.,ⵉⴳⴰ ⵡⴰⵙⵓⵏ ⵏ ⴼⵉⵜⵏⴰⵎ ⴰⵣⴰⵎⵓⵍ ⴰⵎⴷⵢⴰⵏ ⵏ ⵓⴼⴰⵔⵙ ⵏ ⵜⴽⵔⵣⴰ ⵜⴰⵙⵢⴰⵡⵉⵜ.
"In Slovenia, the word selo is used for very small villages (fewer than 100 people) and in dialects; the Slovene word vas is used all over Slovenia.","ⴳ ⵙⵍⵓⴼⴰⴽⵢⴰ, ⴷⴰ ⵜⵜⵓⵙⵡⵓⵔⵉ ⵜⴳⵓⵔⵉ ⵙⵍⵓ ⵉ ⵓⵙⵏⵎⵍ ⵏ ⵡⴰⵙⵓⵏⵏ ⵉⵎⵥⵥⵢⴰⵏⵏ ⴽⵉⴳⴰⵏ (ⴷⴷⴰⵡ ⵏ 100 ⵏ ⵓⴼⴳⴰⵏ) ⴷ ⴳ ⵜⴰⵏⵜⴰⵍⴰⵢⵉⵏ; ⴰⵔ ⵜⵜⵓⵙⵡⵓⵔⵉ ⵜⴳⵓⵔⵉ ⵜⴰⵙⵍⵓⴼⵉⵏⵉⵜ ⴼⴰⵙ ⴳ ⵙⵍⵓⴼⵉⵏⵢⴰ ⴽⵓⵍⵍⵓ."
